first_name,last_name,email,phone,age,city,registration_date,customer_segment,credit_score,total_spent,customer_id
Tiffany,Joyce,jefferyrhodes@example.org,7837341871,18.0,Algiers,2025-11-03,Standard,589.0,493.66,CUST_02846
James,Garrett,watersjerry@example.org,454.731.3731,21.0,Algiers,2025-04-01,Standard,757.0,6097.92,CUST_02847
Joseph,Lam,wiseamber@example.net,(499)573-2292x780,19.0,Tlemcen,2025-05-24,Basic,747.0,22618.68,CUST_02848
Randy,Sawyer,sotorobert@example.org,367-686-3038x169,23.0,Biskra,2024-01-16,Standard,597.0,11655.25,CUST_02849
Benjamin,Banks,qbradford@example.com,991-418-5101x542,24.0,Batna,2023-11-13,Standard,642.0,19426.31,CUST_02850
Stephen,Smith,braunjulie@example.net,725.484.2302x2727,39.0,Oran,2024-12-04,Premium,656.0,1811.62,CUST_02851
Megan,Jackson,missing,734-916-6382x677,30.0,Constantine,2024-04-04,Basic,666.0,1581.42,CUST_02852
Steven,Valdez,richard53@example.net,965-374-0968x3486,47.0,Sétif,2024-12-12,Standard,608.0,8043.43,CUST_02853
Katherine,Morales,christinacunningham@example.com,236.905.3908x1100,30.0,Sidi Bel Abbès,2024-06-26,Standard,804.0,5150.9800000000005,CUST_02854
Teresa,Wilson,jessicaharris@example.net,319-587-0322x508,45.0,Annaba,2024-09-26,Basic,529.0,23218.93,CUST_02855
Edward,Wells,deborah54@example.net,001-654-947-2787x924,25.0,Sidi Bel Abbès,2025-08-18,Premium,727.0,5160.35,CUST_02856
Charles,Collins,jschaefer@example.com,499.542.0613x769,21.0,Sidi Bel Abbès,2023-12-28,Standard,667.0,5174.4,CUST_02857
Lynn,Anderson,rhondastephens@example.net,001-779-309-1281x21263,38.0,Batna,2024-03-02,Basic,680.0,2751.11,CUST_02858
Charles,Thompson,tjackson@example.com,001-419-633-5628x44372,32.0,Algiers,2025-01-13,Basic,689.0,21392.5,CUST_02859
Cory,Jackson,missing,9918828124,23.0,Sétif,2024-02-27,Basic,756.0,7357.73,CUST_02860
Lauren,Owens,anthonymata@example.com,(394)509-9375,41.0,SIDI BEL ABBÈS,2024-02-10,Standard,707.0,17877.79,CUST_02861
Pamela,Nichols,alyssa41@example.net,+1-267-699-1845x192,41.0,Tlemcen,2025-02-10,Basic,658.0,2405.58,CUST_02862
Michael,Clarke,christopher94@example.org,(768)445-9340x107,18.0,Biskra,2024-03-22,Standard,558.0,7238.25,CUST_02863
Lisa,Franklin,vmartin@example.com,001-750-622-5931x2272,18.0,Blida,2024-11-23,Premium,815.0,7202.84,CUST_02864
Ashley,Diaz,colleen30@example.com,001-458-525-4677,48.0,Tlemcen,2023-12-28,Standard,701.0,1712.5500000000002,CUST_02865
Elizabeth,Meyer,moyerluis@example.org,(238)906-6267x94099,46.0,Annaba,2024-04-06,Standard,692.0,7834.04,CUST_02866
Derek,Williamson,porterjoshua@example.org,361.745.4402,24.0,Sétif,2023-11-11,Standard,567.0,14883.54,CUST_02867
Elizabeth,Nguyen,ann14@example.net,(528)735-6022,18.0,Oran,2023-02-09,Basic,826.0,11792.35,CUST_02868
Tony,Evans,nlopez@example.org,+1-605-584-6070,33.0,Batna,2024-11-15,Basic,685.0,7759.55,CUST_02869
Daniel,Brooks,christophermartin@example.org,8843563147,23.0,Constantine,2024-02-17,Standard,647.0,23339.01,CUST_02870
Brendan,Nichols,vward@example.net,837-799-7881x66809,33.0,Oran,2023-03-06,Standard,539.0,18009.75,CUST_02871
Andrea,Potter,tmitchell@example.net,932.217.7854x5747,27.0,Sétif,2022-12-25,Premium,512.0,5953.52,CUST_02872
Kayla,Norton,andrea83@example.com,+1-356-343-2754,36.0,Batna,2024-02-21,Standard,610.0,1352.8,CUST_02873
Edward,Gibson,ariasmax@example.com,(766)499-8180,18.0,Sidi Bel Abbès,2025-10-28,Standard,484.0,4129.91,CUST_02874
Brianna,Johnson,jonathan31@example.com,001-746-506-6493x2375,30.0,Biskra,2024-06-04,Standard,690.0,1324.46,CUST_02875
Jessica,Walker,bakerjohn@example.org,(748)559-2820x666,49.0,Blida,2024-05-12,Premium,699.0,15665.16,CUST_02876
Shane,Wolfe,missing,+1-810-300-3266,38.0,Sidi Bel Abbès,2024-07-18,Standard,665.0,7682.559999999999,CUST_02877
William,Dixon,thogan@example.net,+1-691-462-7765x029,18.0,Batna,2023-01-19,Standard,537.0,3632.41,CUST_02878
Christopher,Anderson,wardjames@example.org,459.627.1976x616,46.0,Constantine,2024-09-06,Standard,638.0,8565.41,CUST_02879
Kristin,Lewis,rodriguezelizabeth@example.com,+1-601-377-4460x83486,43.0,Sidi Bel Abbès,2025-02-03,Basic,533.0,1555.4299999999998,CUST_02880
Albert,Kelley,codyanderson@example.org,315.934.9762,24.0,Blida,2023-01-29,Premium,706.0,0.0,CUST_02881
Anthony,Molina,shaungarcia@example.org,(448)966-8982x3973,31.0,Biskra,2024-01-16,Basic,766.0,9070.1,CUST_02882
Erik,Fox,xlewis@example.com,(401)721-9914x995,18.0,Annaba,2025-07-09,Standard,556.0,899.1700000000001,CUST_02883
Matthew,Diaz,millerashley@example.com,697-705-9445x991,34.0,Constantine,2025-03-05,Basic,690.0,4114.1,CUST_02884
Chad,Taylor,williamwade@example.org,+1-671-836-0421x2100,26.0,Biskra,2024-04-26,Standard,578.0,14778.23,CUST_02885
Thomas,Thomas,hurstalicia@example.net,(754)625-5686x22290,48.0,Blida,2025-04-13,Basic,703.0,4223.15,CUST_02886
Steve,Smith,mjimenez@example.net,(693)969-0706,30.0,Constantine,2025-01-03,Premium,665.0,13061.009999999998,CUST_02887
Matthew,Warren,staceychen@example.net,+1-551-275-2047x70048,50.0,Sidi Bel Abbès,2024-01-14,Premium,712.0,27108.54,CUST_02888
Steven,Wright,michaellewis@example.org,543.683.2622x506,48.0,Biskra,2023-07-01,Standard,699.0,7470.95,CUST_02889
Joe,Francis,paulahall@example.org,246-746-7503,20.0,Blida,2025-07-24,Premium,677.0,2102.4,CUST_02890
Christopher,Stewart,bryanrichards@example.org,2102443305,18.0,Tlemcen,2024-08-16,Standard,698.0,10495.87,CUST_02891
Leah,Wilkins,alvaradomary@example.net,7087768486,24.0,Biskra,2024-11-16,Basic,653.0,7399.129999999999,CUST_02892
Eric,Bell,hgonzales@example.com,255.364.4292x775,40.0,Tlemcen,2023-06-30,Standard,584.0,19466.7,CUST_02893
Linda,Anderson,tsummers@example.net,322-621-6609x523,28.0,Tlemcen,2024-07-04,Premium,691.0,1747.2800000000002,CUST_02894
Charles,Roberts,simonjackie@example.net,877-579-3124x04938,18.0,Sétif,2023-04-21,Standard,673.0,13929.02,CUST_02895
Jeremy,Jones,wmorgan@example.org,873.747.7630,18.0,Biskra,2023-12-07,Standard,642.0,15672.99,CUST_02896
Douglas,Khan,tesparza@example.net,(799)315-8973x0378,32.0,Blida,2024-11-14,Standard,511.0,7751.549999999999,CUST_02897
Erica,Walter,dana29@example.net,001-736-887-6190x750,40.0,Oran,2023-02-28,Premium,629.0,13852.86,CUST_02898
Jennifer,Meza,michael10@example.com,298-318-8696x1158,45.0,Sidi Bel Abbès,2023-01-29,Standard,720.0,28620.3,CUST_02899
Wesley,Bass,fmckee@example.net,(468)231-5624,53.0,Sétif,2023-01-04,Basic,706.0,2435.9700000000003,CUST_02900
Danielle,Madden,powellkayla@example.com,(990)354-3526x82194,42.0,Tlemcen,2025-01-24,Standard,737.0,687.04,CUST_02901
Heather,Wade,tylergarcia@example.net,632.257.5921x2303,41.0,Batna,2024-02-04,Standard,709.0,15595.839999999998,CUST_02902
John,Marsh,ramoskimberly@example.org,001-904-563-1186x7019,31.0,Batna,2022-12-03,Standard,637.0,7417.22,CUST_02903
Luis,Weeks,christine18@example.org,912.554.7099,22.0,Blida,2025-05-02,Basic,629.0,8244.98,CUST_02904
Joel,Curtis,randolphjoshua@example.org,364.571.8629x436,21.0,Oran,2023-10-01,Basic,677.0,2880.79,CUST_02905
Mason,Mcconnell,karencampbell@example.net,6727078458,46.0,Biskra,2023-10-08,Premium,790.0,7477.150000000001,CUST_02906
Gregory,Martin,rkrause@example.org,(418)906-6725,47.0,Tlemcen,2023-06-10,Standard,810.0,8399.36,CUST_02907
Jessica,Roth,rachel51@example.net,001-506-277-4210,18.0,Sétif,2023-06-28,Standard,571.0,4472.37,CUST_02908
Joshua,Gonzalez,rgarcia@example.net,942.457.5423x73534,42.0,Blida,2025-10-27,Premium,676.0,7563.57,CUST_02909
Robert,Montgomery,gabrielhurst@example.org,902-327-7469x03384,42.0,Annaba,2025-08-24,Basic,507.0,791.65,CUST_02910
Olivia,Morgan,thobbs@example.com,001-652-422-1200x4023,37.0,Algiers,2023-06-05,Premium,706.0,3732.34,CUST_02911
Erica,Gardner,angelawatson@example.org,(800)621-5638x366,37.0,Annaba,2024-02-01,Basic,593.0,28731.23,CUST_02912
Matthew,Brooks,missing,+1-451-834-4553,18.0,Sidi Bel Abbès,2024-05-10,Basic,838.0,2363.16,CUST_02913
Travis,Stewart,monica28@example.org,588-586-1666,18.0,Blida,2023-06-02,Standard,687.0,12313.95,CUST_02914
William,Johnson,davisjordan@example.org,(682)249-7705x4911,34.0,Sétif,2023-12-23,Basic,826.0,5192.570000000001,CUST_02915
Joseph,Snyder,cody26@example.com,+1-849-407-5351x38345,18.0,Tlemcen,2023-07-06,Standard,662.0,7568.25,CUST_02916
Kevin,Burke,gsingleton@example.com,001-882-923-0947x605,64.0,Sétif,2025-10-21,Standard,648.0,7436.73,CUST_02917
Lori,Santiago,rmiller@example.net,+1-833-544-1467,18.0,Biskra,2024-08-16,Standard,590.0,6403.4400000000005,CUST_02918
Nathan,Martin,aguirredawn@example.org,935.629.0831x1686,40.0,Blida,2025-03-14,Basic,574.0,40417.43,CUST_02919
Shane,Hatfield,agonzalez@example.com,481-816-9441,41.0,Tlemcen,2024-05-10,Standard,621.0,3510.29,CUST_02920
Stephanie,Miller,missing,639-787-4054x19199,53.0,Oran,2025-05-27,Standard,615.0,21053.33,CUST_02921
Rose,Roberts,imiller@example.org,540.945.1228x589,44.0,Algiers,2024-07-17,Standard,806.0,22173.02,CUST_02922
Brandon,Young,ovega@example.org,+1-891-200-4924,22.0,Oran,2025-07-13,Standard,722.0,22594.24,CUST_02923
Tabitha,Weaver,jordan99@example.net,+1-872-963-1508x1086,69.0,Algiers,2023-09-02,Basic,687.0,7961.549999999999,CUST_02924
Erica,Anderson,margaret79@example.org,554.706.4282,27.0,Tlemcen,2025-05-29,Standard,493.0,2194.19,CUST_02925
Joshua,Patel,missing,486-548-4121,27.0,Blida,2024-07-28,Standard,496.0,7157.41,CUST_02926
Austin,Guzman,katherinewilliams@example.com,(872)335-2643,44.0,ORAN,2023-08-08,Standard,850.0,6715.3,CUST_02927
Stephanie,Holmes,ubrown@example.com,962-298-4754,24.0,Algiers,2024-07-27,Standard,612.0,4611.02,CUST_02928
Jonathan,Wilson,rberry@example.net,785.860.1668,37.0,Sidi Bel Abbès,2025-10-20,Standard,681.0,6664.85,CUST_02929
Scott,Morrison,jessicaparker@example.com,001-853-293-0361x99932,18.0,Annaba,2025-03-20,Standard,804.0,10792.11,CUST_02930
Sara,Watts,ojoyce@example.com,001-374-923-6837x8037,30.0,Oran,2024-07-06,Standard,762.0,19080.85,CUST_02931
Marc,Beard,bryantstephanie@example.org,001-520-846-5456x566,40.0,Annaba,2024-01-14,Standard,557.0,14517.59,CUST_02932
Theresa,Arnold,clarkchristine@example.net,(923)404-2103,54.0,Algiers,2023-10-09,Standard,719.0,8080.88,CUST_02933
Amanda,Hart,missing,(733)257-9377,25.0,ORAN,2023-05-26,Basic,431.0,11337.96,CUST_02934
David,Wall,christinebarron@example.org,737.204.5740,28.0,Sidi Bel Abbès,2024-12-24,Standard,732.0,4681.6900000000005,CUST_02935
Carolyn,Miller,holdencassandra@example.net,(436)896-4938,18.0,Biskra,2023-07-15,Standard,651.0,2796.46,CUST_02936
John,Smith,missing,+1-233-667-3614,39.0,Sidi Bel Abbès,2024-11-18,Standard,719.0,13476.55,CUST_02937
Charles,Roberts,pamela61@example.net,001-458-418-1106x9942,26.0,Annaba,2023-01-20,Standard,735.0,3284.05,CUST_02938
Christine,Paul,jennifer89@example.org,+1-420-410-8981x0723,31.0,Sidi Bel Abbès,2023-10-06,Standard,631.0,5627.64,CUST_02939
Joy,Stone,davispamela@example.com,910-688-3444x253,37.0,Constantine,2023-08-31,Basic,666.0,3236.96,CUST_02940
Katherine,Davis,missing,770.923.9283x1091,40.0,Oran,2024-08-27,Basic,799.0,58086.29,CUST_02941
Clayton,Carter,joannewallace@example.net,001-823-541-0242x505,48.0,Oran,2023-01-12,Premium,501.0,10125.93,CUST_02942
Nicholas,Moore,juan18@example.com,868.496.1768x729,37.0,Algiers,2023-10-08,Standard,666.0,7916.0,CUST_02943
Kayla,Vasquez,brownclayton@example.com,200-882-5923,41.0,Batna,2023-02-25,Standard,770.0,7865.37,CUST_02944
Timothy,Grant,paula52@example.net,600.749.6054x69050,66.0,Oran,2024-04-15,Standard,783.0,10677.52,CUST_02945
Sabrina,Rocha,lindsaymalone@example.com,808.578.8752,38.0,Constantine,2023-05-12,Standard,497.0,17311.73,CUST_02946
Kaitlin,Salas,darrell33@example.com,+1-202-410-3770,51.0,Annaba,2025-05-04,Standard,479.0,23575.25,CUST_02947
Louis,Taylor,linda06@example.org,241.657.0883x286,33.0,Oran,2024-01-03,Basic,832.0,8395.46,CUST_02948
Larry,Peterson,jeffrey49@example.org,001-589-524-5574x643,18.0,Algiers,2023-09-06,Standard,489.0,0.0,CUST_02949
Allen,Mccullough,estradamegan@example.net,481-781-5853x50629,26.0,Biskra,2024-11-08,Standard,669.0,13838.33,CUST_02950
Jessica,Carlson,cheryl94@example.org,833.731.2938x655,49.0,Algiers,2025-06-06,Standard,673.0,20412.620000000003,CUST_02951
Patricia,Smith,brooksamy@example.com,001-579-727-9513x24651,18.0,Tlemcen,2023-02-28,Basic,657.0,5450.360000000001,CUST_02952
Ryan,Soto,wilsonjoseph@example.net,398.234.0077x160,41.0,Biskra,2025-01-14,Standard,623.0,15142.25,CUST_02953
jessica,Rowe,ttrujillo@example.net,001-596-332-1553x3975,58.0,Sidi Bel Abbès,2025-10-23,Premium,698.0,11408.57,CUST_02954
david,Joyce,missing,(940)700-2593,25.0,Biskra,2023-02-11,Standard,620.0,9027.11,CUST_02955
Jeremy,Johnson,lopezann@example.net,308-297-5784x235,47.0,Constantine,2025-04-11,Standard,850.0,16960.100000000002,CUST_02956
Lance,Rodriguez,brenda88@example.com,963-844-7792,56.0,Tlemcen,2025-03-23,Standard,655.0,1378.98,CUST_02957
Lisa,Rosales,adamwood@example.org,(670)345-3304x349,44.0,Batna,2025-07-29,Standard,741.0,1790.01,CUST_02958
Anna,Hunt,missing,233-373-1402x9030,22.0,Algiers,2023-07-13,Standard,681.0,16724.96,CUST_02959
Christopher,Wilson,alexander55@example.net,286.721.6348x443,42.0,Annaba,2023-10-08,Standard,611.0,5835.16,CUST_02960
Jose,Mullins,wcompton@example.org,723.282.8881x61371,36.0,Sidi Bel Abbès,2023-07-17,Standard,515.0,4229.1,CUST_02961
Maria,Thomas,ymartinez@example.org,(454)228-4686x387,25.0,Annaba,2025-09-26,Standard,527.0,2155.17,CUST_02962
Garrett,Fox,karenolson@example.com,+1-743-427-4026x558,33.0,Blida,2023-12-18,Standard,718.0,10596.84,CUST_02963
Sara,Martin,davidromero@example.net,(548)905-1438x827,37.0,Blida,2025-07-29,Standard,572.0,12090.88,CUST_02964
Brandon,Berry,tyler18@example.net,001-713-624-0621x46133,26.0,Sidi Bel Abbès,2023-06-07,Standard,598.0,1846.28,CUST_02965
Jennifer,Kennedy,michellemorris@example.com,001-963-648-1415x77180,39.0,Tlemcen,2023-04-08,Standard,563.0,9572.34,CUST_02966
Karen,Brewer,christinepatterson@example.com,(485)914-1908,18.0,Blida,2023-10-25,Standard,699.0,9297.56,CUST_02967
Shaun,Brooks,melissa99@example.org,(507)963-3736x435,49.0,Oran,2023-05-29,Standard,575.0,9252.06,CUST_02968
Kelly,Sanchez,dbrown@example.net,883-704-2863x23102,48.0,Batna,2025-09-10,Basic,662.0,10011.1,CUST_02969
Tyler,Woods,carrie66@example.com,252.416.0834,50.0,Biskra,2024-08-22,Standard,698.0,4761.139999999999,CUST_02970
Linda,Deleon,kathyparks@example.org,496-347-9353x956,18.0,Batna,2023-09-26,Basic,631.0,8148.57,CUST_02971
Janet,Butler,fgibson@example.net,+1-392-367-0136,21.0,Sétif,2024-01-10,Basic,623.0,8996.36,CUST_02972
Jeffery,Conner,milesdawn@example.net,001-575-594-1447x72045,20.0,Sidi Bel Abbès,2025-01-21,Basic,664.0,37435.09,CUST_02973
Paul,Glover,sgeorge@example.com,(876)524-3960,37.0,Algiers,2022-12-24,Standard,598.0,5043.05,CUST_02974
Steven,Schmidt,jaredrobinson@example.net,+1-591-478-7356,46.0,Oran,2023-03-10,Standard,758.0,6235.67,CUST_02975
Stacy,Spencer,harmondonald@example.net,001-987-573-5105,47.0,Blida,2023-10-06,Standard,577.0,3522.98,CUST_02976
Rachel,Mills,missing,+1-947-492-9361x66290,35.0,Tlemcen,2024-01-17,Basic,569.0,4142.21,CUST_02977
Vicki,Reyes,foconnor@example.com,(739)766-3527x36007,37.0,Algiers,2023-08-20,Basic,646.0,16959.75,CUST_02978
debra,Hill,stephaniehall@example.net,001-201-917-5282,46.0,Tlemcen,2022-11-25,Standard,712.0,12989.32,CUST_02979
Tyler,Phelps,hmartinez@example.org,(261)466-4028x028,37.0,Constantine,2025-07-31,Premium,773.0,2419.91,CUST_02980
Harry,Turner,shamilton@example.com,517-558-6662x65704,35.0,ANNABA,2025-02-15,Standard,745.0,15374.91,CUST_02981
Gregory,Duke,anthony91@example.org,001-969-517-6498x57742,18.0,Batna,2024-07-26,Basic,649.0,3014.09,CUST_02982
Stephanie,Bean,ujohnson@example.com,920.692.6465x296,18.0,Sidi Bel Abbès,2023-03-13,Premium,647.0,15920.98,CUST_02983
Cassandra,Giles,cortiz@example.com,810.801.7977,22.0,Algiers,2023-01-08,Standard,620.0,15833.2,CUST_02984
Ethan,Johnson,haleyjordan@example.org,282.623.5522,42.0,ORAN,2023-05-12,Standard,618.0,2455.52,CUST_02985
Jordan,Rogers,olopez@example.org,(302)554-0941,37.0,Tlemcen,2025-03-23,Basic,781.0,17617.29,CUST_02986
Mathew,Bailey,heather17@example.com,969-783-6495x09262,28.0,Sidi Bel Abbès,2023-04-28,Standard,547.0,6608.030000000001,CUST_02987
Tanya,Alvarado,jennifergarcia@example.net,706.614.3288,22.0,Sidi Bel Abbès,2022-12-24,Standard,677.0,5155.25,CUST_02988
Donna,Li,perrybarbara@example.net,+1-618-692-3710,37.0,Tlemcen,2023-01-15,Standard,622.0,9495.03,CUST_02989
Cole,Garcia,iking@example.net,5683878580,28.0,Constantine,2024-10-18,Basic,499.0,10123.0,CUST_02990
Steven,Boone,rogerssuzanne@example.net,001-575-918-9534x2970,33.0,Sidi Bel Abbès,2023-06-22,Standard,656.0,9314.78,CUST_02991
Sherry,Smith,kingchristopher@example.net,426.594.4104,37.0,Constantine,2025-08-29,Standard,743.0,5174.59,CUST_02992
Arthur,Costa,ydiaz@example.org,001-333-348-7819x342,51.0,Blida,2024-03-06,Standard,680.0,5636.74,CUST_02993
Justin,Harrison,srobinson@example.com,441-656-1731,44.0,Annaba,2023-04-25,Basic,613.0,15859.14,CUST_02994
Jessica,Ellis,johnnywells@example.net,001-861-674-0353x005,29.0,Oran,2025-06-07,Standard,665.0,23696.77,CUST_02995
Eric,Clark,myersmary@example.com,441-532-6301x50892,44.0,Algiers,2024-08-20,Basic,525.0,7732.19,CUST_02996
Duane,Hubbard,nataliejohnson@example.net,903-586-0729x43062,34.0,Blida,2023-11-14,Standard,648.0,4213.81,CUST_02997
Devon,Wood,mendezemily@example.org,+1-855-286-7931,47.0,Constantine,2024-04-13,Standard,674.0,5927.79,CUST_02998
Ronald,Montes,amanda76@example.com,001-261-728-0695x5211,33.0,Annaba,2023-02-06,Standard,624.0,10385.78,CUST_02999
Melissa,Cook,jkennedy@example.net,297-613-4112x92881,18.0,CONSTANTINE,2025-06-01,Standard,509.0,13315.75,CUST_03000
Andrea,Santiago,jonharvey@example.com,001-254-850-8554x885,18.0,Tlemcen,2023-01-06,Standard,635.0,19577.68,CUST_03001
John,Mueller,irobertson@example.net,001-294-498-4406,28.0,Sétif,2024-08-08,Standard,569.0,3798.9,CUST_03002
Sarah,Duncan,caitlin05@example.net,+1-521-298-9902x0777,45.0,Biskra,2025-09-24,Standard,680.0,5139.46,CUST_03003
Wesley,Davis,andrewbooker@example.org,936.477.0529,55.0,Batna,2023-07-26,Standard,583.0,8637.869999999999,CUST_03004
Kyle,Thornton,sharonhorton@example.net,+1-213-625-3325x8884,30.0,Oran,2024-02-17,Premium,568.0,15554.3,CUST_03005
Todd,Thompson,andersonmargaret@example.org,001-354-844-8502x4610,37.0,Biskra,2023-02-22,Premium,651.0,8703.16,CUST_03006
Adam,Garcia,lwashington@example.net,230.695.1460x7372,40.0,ALGIERS,2023-08-05,Standard,566.0,16436.62,CUST_03007
Gregory,Leonard,albert40@example.org,(817)385-6343,40.0,Blida,2023-11-16,Standard,610.0,722.49,CUST_03008
Madison,Miller,kingchristopher@example.org,868.566.7756x46983,33.0,Annaba,2025-02-25,Standard,639.0,6730.34,CUST_03009
Edward,Carroll,russellmary@example.org,699-890-8701,27.0,Oran,2025-08-25,Standard,509.0,15423.739999999998,CUST_03010
Terrence,Richmond,thomasunderwood@example.net,(646)478-3146,42.0,Batna,2025-03-06,Standard,614.0,645.29,CUST_03011
William,Holmes,johnayala@example.net,496.596.4773,38.0,Sidi Bel Abbès,2023-05-03,Basic,681.0,0.0,CUST_03012
Michelle,Vargas,cassandrabanks@example.org,624.806.1869,38.0,Algiers,2023-12-08,Standard,621.0,9445.04,CUST_03013
Brianna,Pruitt,xking@example.org,(669)558-2616x913,26.0,Biskra,2024-11-21,Standard,811.0,12848.64,CUST_03014
Chad,Hubbard,lopezmichelle@example.org,297-647-6044,31.0,Constantine,2023-08-30,Standard,657.0,0.0,CUST_03015
Keith,Schwartz,jedwards@example.com,960-446-4300,31.0,Blida,2024-04-02,Standard,850.0,15380.75,CUST_03016
Phillip,Hughes,nixonmichael@example.net,913.897.8374,38.0,Sétif,2025-03-30,Standard,828.0,2074.98,CUST_03017
Carrie,Walker,yluna@example.org,424-427-8412x8761,18.0,Sétif,2025-10-15,Standard,590.0,7786.780000000001,CUST_03018
Erik,Davenport,kwest@example.net,381-294-0681x2756,47.0,Blida,2025-08-08,Premium,568.0,1105.17,CUST_03019
Angelica,Kennedy,douglasmoody@example.com,548.810.6247x16569,46.0,Batna,2023-01-27,Standard,596.0,3884.83,CUST_03020
Ian,Rogers,kellydavid@example.org,001-278-464-7701x6962,28.0,Annaba,2023-06-11,Standard,572.0,11521.08,CUST_03021
David,Gay,pwatson@example.net,+1-513-778-9562,54.0,Blida,2025-06-14,Basic,547.0,5492.0,CUST_03022
Michael,Velazquez,briannasmith@example.com,+1-696-238-5952,43.0,Batna,2025-05-31,Basic,570.0,6300.509999999999,CUST_03023
Brian,Carey,francisstacy@example.net,(566)305-8809x5924,18.0,Batna,2025-11-05,Standard,594.0,1035.6699999999998,CUST_03024
connie,Sanchez,staceyserrano@example.org,(411)368-6602,28.0,Blida,2024-09-15,Premium,744.0,19122.06,CUST_03025
Catherine,Barr,ldalton@example.net,378-315-4836,38.0,Batna,2023-08-03,Premium,727.0,8355.2,CUST_03026
Jeffrey,Fry,xgill@example.com,693-747-4303x4267,36.0,Sétif,2024-03-01,Standard,720.0,33801.77,CUST_03027
Tammy,Brown,sarah68@example.net,960-896-4057,22.0,Sétif,2022-12-12,Basic,597.0,0.0,CUST_03028
Kendra,Stanton,kcantu@example.net,+1-961-947-3074x802,19.0,Constantine,2025-09-12,Premium,628.0,6165.26,CUST_03029
Rachel,Harris,colonrachael@example.com,+1-694-565-2174x565,36.0,Biskra,2024-02-19,Basic,569.0,4445.32,CUST_03030
Kenneth,Turner,haleyjohnson@example.com,841.945.7955x73815,51.0,Tlemcen,2025-09-06,Standard,718.0,1288.09,CUST_03031
Veronica,Day,cooperroger@example.org,+1-902-532-7639x1694,52.0,Tlemcen,2024-03-20,Standard,850.0,5537.07,CUST_03032
Alexandra,Frazier,arichardson@example.com,918.717.5340x9619,26.0,Oran,2023-02-15,Basic,678.0,3901.99,CUST_03033
Todd,Barnes,lydiacampbell@example.com,4608210916,33.0,Tlemcen,2024-02-10,Basic,747.0,8547.45,CUST_03034
Susan,Mclean,kelseygibson@example.net,001-433-622-6373x196,47.0,Annaba,2024-02-15,Standard,680.0,8528.02,CUST_03035
Vincent,Jones,paigewilliams@example.com,+1-397-626-7156,18.0,Sidi Bel Abbès,2025-04-13,Standard,683.0,13991.53,CUST_03036
Alexis,Moore,missing,001-845-841-6460x71500,31.0,Batna,2025-08-09,Premium,600.0,1838.69,CUST_03037
amy,Conway,johnsonmark@example.com,001-886-785-9222x200,36.0,Tlemcen,2025-07-27,Standard,598.0,5912.2,CUST_03038
Deborah,Torres,phillipsderek@example.org,980-434-2068,40.0,Oran,2025-08-21,Standard,642.0,17128.05,CUST_03039
Anthony,Davenport,ebutler@example.net,8819796211,24.0,Oran,2023-04-21,Basic,822.0,10789.93,CUST_03040
Billy,Price,william65@example.net,+1-480-416-6581x366,19.0,CONSTANTINE,2025-09-28,Standard,728.0,17848.75,CUST_03041
Michelle,Johnson,rboyer@example.org,(613)905-0963,51.0,Biskra,2023-06-12,Premium,657.0,0.0,CUST_03042
Kenneth,Payne,missing,001-974-707-9434x441,18.0,Sétif,2024-02-25,Basic,618.0,6132.25,CUST_03043
Paul,Guerra,olopez@example.org,892.395.0197,48.0,Algiers,2025-02-26,Standard,484.0,7438.27,CUST_03044
Dennis,Garcia,melissa80@example.net,526.270.5119x388,18.0,Tlemcen,2022-12-02,Premium,663.0,10504.69,CUST_03045
Matthew,Dixon,eortega@example.org,+1-219-730-4201x859,32.0,Constantine,2024-04-19,Standard,640.0,5800.030000000001,CUST_03046
Daniel,Hubbard,wwiley@example.com,322.241.2865x0384,47.0,Oran,2025-09-06,Premium,598.0,7903.22,CUST_03047
Ashley,Trujillo,erikbaker@example.org,001-444-240-6615x922,18.0,TLEMCEN,2024-05-02,Standard,612.0,6242.54,CUST_03048
Paul,Leonard,mjones@example.net,+1-325-359-1432,27.0,SIDI BEL ABBÈS,2023-05-17,Standard,734.0,331.84,CUST_03049
Michael,Fitzgerald,chris20@example.net,+1-508-661-7808x7135,44.0,Sidi Bel Abbès,2025-06-13,Basic,694.0,3067.8,CUST_03050
Edward,Baker,onealhannah@example.com,903.465.9592x570,18.0,Sidi Bel Abbès,2025-05-22,Standard,805.0,5587.46,CUST_03051
Julia,Moore,lyonsjeanette@example.net,001-998-211-7213,26.0,Constantine,2024-12-20,Premium,622.0,9954.23,CUST_03052
Jennifer,Reyes,hugheshannah@example.org,502.224.1026x2108,41.0,Biskra,2023-06-26,Standard,765.0,3623.29,CUST_03053
Jacob,Duran,torresjeremy@example.org,001-438-541-5311,33.0,ALGIERS,2024-04-23,Standard,560.0,12242.12,CUST_03054
Jerry,Hall,ithomas@example.net,828.277.1304x2387,46.0,Tlemcen,2022-11-19,Standard,629.0,3610.89,CUST_03055
Joyce,Washington,sjensen@example.org,001-377-509-7852x539,35.0,Biskra,2023-10-31,Standard,810.0,5535.06,CUST_03056
Kyle,Jones,hensleysteven@example.net,648-651-9544x233,41.0,Algiers,2023-05-23,Standard,512.0,3416.54,CUST_03057
Jennifer,Delgado,laura10@example.net,792.817.1087x48531,32.0,Blida,2024-11-19,Standard,635.0,8484.41,CUST_03058
